"","V1","V2"
"1",0,0
"2",0,0
"3",0.25,0.433012701892219
"4",0.375,0.649519052838329
"5",0.1875,0.324759526419165
"6",0.09375,0.162379763209582
"7",0.546875,0.0811898816047911
"8",0.2734375,0.0405949408023956
"9",0.38671875,0.453310172293417
"10",0.193359375,0.226655086146709
"11",0.0966796875,0.113327543073354
"12",0.54833984375,0.0566637715366771
"13",0.774169921875,0.0283318857683386
"14",0.8870849609375,0.0141659428841693
"15",0.94354248046875,0.00708297144208464
"16",0.721771240234375,0.436554187613262
"17",0.360885620117188,0.218277093806631
"18",0.430442810058594,0.542151248795535
"19",0.715221405029297,0.271075624397767
"20",0.607610702514648,0.568550514091103
"21",0.803805351257324,0.284275257045551
"22",0.901902675628662,0.142137628522776
"23",0.450951337814331,0.0710688142613879
"24",0.725475668907166,0.0355344071306939
"25",0.362737834453583,0.017767203565347
"26",0.681368917226791,0.00888360178267348
"27",0.840684458613396,0.00444180089133674
"28",0.420342229306698,0.00222090044566837
"29",0.460171114653349,0.434123152115053
"30",0.480085557326674,0.650074277949746
"31",0.740042778663337,0.325037138974873
"32",0.870021389331669,0.162518569487437
"33",0.935010694665834,0.0812592847437183
"34",0.467505347332917,0.0406296423718591
"35",0.483752673666459,0.453327523078149
"36",0.241876336833229,0.226663761539074
"37",0.370938168416615,0.546344582661757
"38",0.185469084208307,0.273172291330878
"39",0.592734542104154,0.136586145665439
"40",0.796367271052077,0.0682930728327196
"41",0.648183635526038,0.467159238308579
"42",0.574091817763019,0.666592321046509
"43",0.28704590888151,0.333296160523254
"44",0.143522954440755,0.166648080261627
"45",0.321761477220377,0.516336742023033
"46",0.660880738610189,0.258168371011516
"47",0.580440369305094,0.562096887397977
"48",0.540220184652547,0.714061145591208
"49",0.270110092326274,0.357030572795604
"50",0.385055046163137,0.611527988290021
"51",0.442527523081568,0.73877669603723
"52",0.721263761540784,0.369388348018615
"53",0.610631880770392,0.617706875901527
"54",0.555315940385196,0.741866139842983
"55",0.777657970192598,0.370933069921491
"56",0.638828985096299,0.618479236852965
"57",0.569414492548149,0.742252320318702
"58",0.784707246274075,0.371126160159351
"59",0.642353623137037,0.618575781971895
"60",0.321176811568519,0.309287890985947
"61",0.160588405784259,0.154643945492974
"62",0.33029420289213,0.510334674638706
"63",0.665147101446065,0.255167337319353
"64",0.332573550723032,0.127583668659677
"65",0.416286775361516,0.496804536222058
"66",0.208143387680758,0.248402268111029
"67",0.104071693840379,0.124201134055514
"68",0.0520358469201895,0.0621005670277572
"69",0.0260179234600948,0.0310502835138786
"70",0.263008961730047,0.448537843649159
"71",0.381504480865024,0.657281623716799
"72",0.190752240432512,0.328640811858399
"73",0.0953761202162559,0.1643204059292
"74",0.547688060108128,0.0821602029645998
"75",0.273844030054064,0.0410801014822999
"76",0.636922015027032,0.02054005074115
"77",0.568461007513516,0.443282727262794
"78",0.284230503756758,0.221641363631397
"79",0.392115251878379,0.543833383707918
"80",0.69605762593919,0.271916691853959
"81",0.348028812969595,0.135958345926979
"82",0.424014406484797,0.500991874855709
"83",0.462007203242399,0.683508639320074
"84",0.731003601621199,0.341754319660037
"85",0.6155018008106,0.603889861722238
"86",0.3077509004053,0.301944930861119
"87",0.15387545020265,0.150972465430559
"88",0.076937725101325,0.0754862327152797
"89",0.0384688625506625,0.0377431163576399
"90",0.269234431275331,0.451884260071039
"91",0.134617215637666,0.22594213003552
"92",0.567308607818833,0.11297106501776
"93",0.783654303909416,0.0564855325088799
"94",0.891827151954708,0.02824276625444
"95",0.945913575977354,0.01412138312722
"96",0.722956787988677,0.440073393455829
"97",0.361478393994339,0.220036696727915
"98",0.430739196997169,0.543031050256177
"99",0.215369598498585,0.271515525128088
"100",0.607684799249292,0.135757762564044
"101",0.303842399624646,0.0678788812820221
